unit_id,method,label,area_m2,height_max_m,height_mean_m,canopy_cover,volume_m3,n_pixels,data_coverage,vari_mean,exg_mean,gli_mean,height_max_m_pct,height_mean_m_pct,volume_m3_pct,canopy_cover_pct,vari_mean_pct,exg_mean_pct,gli_mean_pct
c00212,watershed,212,2.5287500001990706,1.5356494188308716,1.061452732395892,0.9970588235294118,2.7067044676167646,1020,1.0,0.324225458318332,0.3315628923601142,0.22435782606878882,32.098765432098766,28.08641975308642,35.18518518518518,47.53086419753087,79.01234567901234,49.691358024691354,48.76543209876543
c00213,watershed,213,3.0087499999435385,1.5444614887237549,1.1674837840673251,0.9966914805624483,3.5287197373529287,1209,1.0,0.3353985493318813,0.4249120595162204,0.28174669649989076,33.33333333333333,49.691358024691354,48.148148148148145,46.2962962962963,83.9506172839506,85.18518518518519,84.87654320987654
c00214,watershed,214,2.1331250000398723,1.547190546989441,1.048143869139854,0.9813302217036173,2.2456482396381436,857,1.0,0.293132491766321,0.29681988832428696,0.20328901703138558,33.95061728395062,26.543209876543212,27.160493827160494,9.5679012345679,61.111111111111114,26.851851851851855,27.469135802469136
c00215,watershed,215,2.584374999577994,1.5616730451583862,1.0697096226744152,0.9990272373540856,2.7491537302806,1028,1.0,0.2896215361237878,0.3701794491130299,0.24849739371498614,35.80246913580247,28.703703703703702,36.11111111111111,60.18518518518518,57.407407407407405,66.35802469135803,65.74074074074075
c00216,watershed,216,1.460000000197615,1.5574188232421875,1.159839104943243,0.9949066213921901,1.7078630820334937,589,1.0,0.31480105193019114,0.4131998196968528,0.2761948163099693,35.49382716049383,47.839506172839506,18.51851851851852,36.41975308641975,74.69135802469135,81.17283950617285,80.8641975308642
c00217,watershed,217,4.017500000215951,1.530918002128601,0.9406701600023274,1.0,3.7673839908193982,1602,1.0,0.2734530654971382,0.28567532405469676,0.1951005453629444,31.17283950617284,14.506172839506174,50.92592592592593,83.48765432098766,45.67901234567901,21.91358024691358,21.91358024691358
c00218,watershed,218,1.753750000114669,1.5137547254562378,1.1522689583671974,0.9943661971830986,2.045277401107246,710,1.0,0.32227671834876204,0.40174532396651186,0.2707250078337183,29.629629629629626,46.60493827160494,24.074074074074073,34.876543209876544,78.39506172839506,76.23456790123457,77.77777777777779
c00219,watershed,219,3.5612500000369622,1.5205427408218384,1.0437674332636495,1.0,3.778438108424518,1448,1.0,0.25585882382815345,0.2963831110168032,0.20174067319219005,30.246913580246915,25.308641975308642,51.23456790123457,83.48765432098766,33.0246913580247,26.543209876543212,25.617283950617285
c00220,watershed,220,2.5425000000587903,1.52656090259552,1.107583000447399,1.0,2.857564141161933,1032,1.0,0.3046470139724776,0.40522491876085753,0.2684632367765831,30.864197530864196,37.65432098765432,37.03703703703704,83.48765432098766,68.51851851851852,77.46913580246914,75.61728395061729
c00221,watershed,221,1.6018749998405113,1.4988280534744263,1.1719143151853366,0.9937597503900156,1.8779926900895254,641,1.0,0.26843371972195834,0.3361015563828639,0.23042378319505755,28.39506172839506,50.92592592592593,22.22222222222222,32.407407407407405,42.28395061728395,52.46913580246913,54.93827160493827
